"Index" "date" "AAPL.Open" "AAPL.High" "AAPL.Low" "AAPL.Close" "AAPL.Volume" "AAPL.Adjusted" "macd" "signal"
37 2007-02-26 89.84 89.999997 87.610003 88.510003 153962200 11.709738 -0.28842279330854 -1.3565839465782
38 2007-02-27 86.299999 87.079997 83.41 83.929998 286453300 11.10381 -0.345252942262908 -1.15431774571514
39 2007-02-28 82.999997 85.600003 82.999997 84.610001 229868800 11.193774 -0.689623934989081 -1.06137898356993
40 2007-03-01 84.030001 88.309999 83.750001 87.060003 353882200 11.517905 -0.858308594082136 -1.02076490567237
41 2007-03-02 86.770003 87.540001 85.210001 85.409999 215000100 11.299612 -0.727459782359829 -0.962103881009863
42 2007-03-05 85.890003 88.65 85.76 86.32 209724900 11.420004 -0.69806852167581 -0.909296809143052
43 2007-03-06 87.8 88.309999 87.399998 88.190002 180796700 11.667402 -0.490492241786256 -0.825535895671693
44 2007-03-07 88.049999 88.97 87.449999 87.719998 156571100 11.605222 -0.299480415010955 -0.720324799539545
45 2007-03-08 88.589998 88.720001 87.459999 87.999998 127752800 11.642265 -0.0971075217978568 -0.595681343991208
46 2007-03-09 88.800003 88.849998 87.399998 87.969997 112959000 11.638296 0.0813424915338423 -0.460276576886198
47 2007-03-12 88.07 89.989997 87.989998 89.870001 182352100 11.889664 0.153168894114497 -0.337587482686059
48 2007-03-13 89.409997 90.599998 88.400001 88.400001 216972700 11.695185 0.3296963736243 -0.204130711423987
49 2007-03-14 88.599998 89.999997 87.920003 89.999997 199146500 11.906862 0.390114320034129 -0.0852817051323638
50 2007-03-15 89.960003 90.359999 89.310001 89.570001 139874700 11.849974 0.556131946472282 0.0430010251885654
51 2007-03-16 89.54 89.989997 89.320002 89.590001 142926000 11.85262 0.641262143050336 0.16265324876092
52 2007-03-19 90.240003 91.549999 89.590001 91.130003 178240300 12.05636 0.763374258015492 0.282797450611834
53 2007-03-20 91.350001 91.839999 91.060001 91.479998 122229100 12.102664 0.949334383002909 0.416104837090049
54 2007-03-21 91.990003 94.000002 91.650002 93.869999 171724000 12.418857 1.14017001083717 0.560917871839474
55 2007-03-22 93.730002 94.359997 92.999999 93.960001 140373100 12.430764 1.42961608305061 0.734657514081701
56 2007-03-23 93.35 94.069997 93.299999 93.519998 112721000 12.372553 1.60392619330312 0.908511249925985
57 2007-03-26 93.990002 95.899999 93.299999 95.849998 216246800 12.680808 1.77655066216826 1.08211913237444
58 2007-03-27 95.710001 96.83 94.999998 95.460002 233013200 12.629212 2.03933850358842 1.27356300661724
59 2007-03-28 94.880002 95.400001 93.150002 93.239998 235584300 12.335509 2.14689918982025 1.44823024325784
60 2007-03-29 94.19 94.19 92.230001 93.750003 181430900 12.402982 2.14547547552706 1.58767928971168
61 2007-03-30 94.280002 94.679997 92.75 92.909997 150139500 12.29185 2.12678017779866 1.69549946732908
62 2007-04-02 94.139998 94.250001 93.02 93.650001 125498100 12.389752 2.07514392557302 1.77142835897787
63 2007-04-03 94.139998 95.229997 93.760003 94.5 145983600 12.502205 2.01053152810209 1.81924899280271
64 2007-04-04 94.939997 95.140001 94.129998 94.270001 119196000 12.471777 2.00496979803761 1.85639315384969
65 2007-04-05 94.119998 94.679997 93.519998 94.679997 88879000 12.526019 1.90711365812437 1.86653725470463
66 2007-04-09 95.210003 95.299998 93.04 93.650001 103335400 12.389752 1.9013424535727 1.87349829447824
67 2007-04-10 93.670001 94.260001 93.410002 94.250001 88116700 12.469131 1.74358396064498 1.84751542771159
68 2007-04-11 93.9 93.950001 92.329997 92.590003 137254600 12.249516 1.61970043570823 1.80195242931092
69 2007-04-12 92.039997 92.310003 90.72 92.190001 164168900 12.196596 1.34565404025659 1.71069275150005
70 2007-04-13 90.899998 91.400002 90.059999 90.240003 179985400 11.938614 1.01794894471403 1.57214399014285
71 2007-04-16 90.569997 91.499998 90.250003 91.430003 152258400 12.096049 0.720802049486347 1.40187560201155
72 2007-04-17 92.000003 92.300003 89.699997 90.349998 187980100 11.953167 0.602652681174987 1.24203101784424
73 2007-04-18 90.160001 90.850003 89.600001 90.4 116011000 11.959782 0.344301475755149 1.06248510942642
74 2007-04-19 90.190001 91.249999 89.83 90.270003 106478400 11.942583 0.14003630378232 0.877995348297599
75 2007-04-20 90.889997 91.179997 90.550003 90.969999 130694900 12.035192 0.0388760473569283 0.710171488109465
76 2007-04-23 91.59 93.799997 91.420003 93.509997 195072500 12.37123 0.0199668882501003 0.572130568137592
77 2007-04-24 93.960001 96.390003 91.3 93.239998 263813200 12.335509 0.210651048719623 0.499834664253998
78 2007-04-25 94.23 95.400001 93.799997 95.349999 296786000 12.614659 0.380396981407438 0.475947127684686
79 2007-04-26 101.580002 102.500003 98.3 98.839999 434444500 13.076381 1.13750873812526 0.608259449772801
80 2007-04-27 98.179997 99.949998 97.69 99.919997 174850900 13.219263 1.42148845407497 0.770905250633235
81 2007-04-30 100.090001 101.000002 99.669998 99.800001 154127400 13.203387 1.78532467421348 0.973789135349285
82 2007-05-01 99.590003 100.35 98.549999 99.47 133130900 13.159729 2.00419427321834 1.1798701629231
83 2007-05-02 99.649998 100.539998 99.47 100.390001 126286300 13.281444 2.15504331462404 1.37490479326328
84 2007-05-03 100.730002 101.449999 100.009999 100.400002 144019400 13.282767 2.33526837650824 1.56697750991228
85 2007-05-04 100.799997 101.600002 100.499997 100.809998 95496800 13.337008 2.45278520788126 1.74413904950607
86 2007-05-07 101.079997 104.349998 101.010002 103.920002 215389300 13.748457 2.53741694521579 1.90279462864801
87 2007-05-08 103.469998 105.149997 103.419997 105.060001 195999300 13.899277 2.76583343788959 2.07540239049633
88 2007-05-09 104.909998 106.959998 104.889997 106.880003 179439400 14.140061 3.02431968728416 2.2651858498539
89 2007-05-10 106.629997 108.840001 105.920001 107.34 299314400 14.200918 3.32349843622903 2.47684836712892
90 2007-05-11 107.740003 109.130001 106.780001 108.739999 163424100 14.386135 3.60057163991614 2.70159302168637
91 2007-05-14 109.619999 110.000001 108.250001 109.36 162986600 14.468161 3.91567901124783 2.94441021959866
92 2007-05-15 109.569998 110.199999 106.48 107.519998 238628600 14.224731 4.10592629602804 3.17671343488454
